raw_id,tracking_id,customer_id,job_id,sample_id,system_name,site,station,sample_date,year,calculation_type,level_,replicate_,depth,fraction,report_note,taxa_id,custom_taxa_id,pollution_tolerance_class,organism,habitat,phylum,division,class_,subclass_,order_,suborder,family,subfamily,tribe,genus,subgenus,species,subspecies,variety,form_,morph,coloniality,coloniality_state,structure_,physiological_state,taxonomic_authority,assay_class,palmer_index,environmental_tolerance_class,area_per_unit_square_um,volume_per_unit_cubic_um,area_to_volume_ratio,biovolume_to_volume_ratio,biovolume_per_unit_cubic_um,biomass_per_animal_ug,average_cells_per_natural_unit,concentration_natural_unit_per_ml_,total_area_square_um_per_ml_,relative_total_area_percent,total_volume_cubic_um_per_ml_,relative_total_volume_percent,total_biovolume_cubic_um_per_ml_,relative_total_biovolume_percent,total_animal_biomass_ug_per_ml_,relative_total_animal_biomass_percent,algal_cell_concentration_cells_per_ml_,algal_biomass_concentration_mg_per_l_,relative_algal_cell_concentration_percent,relative_algal_biomass_concentration_percent,relative_concentration_percent,average_gald_um,taxa_count,uncertain,customer_requested_units,alternate_taxa_name,sample_weight,sample_weight_unit,measurement_notes,tally_notes
116,200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,3015,.,0,Algae,Freshwater,.,Cryptophyta,Cryptophyceae,.,Cryptomonadales,.,Cryptomonadaceae,.,.,Cryptomonas,.,erosa,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Ehrenberg .,1,0,".,.,.,.,.,.,.,.,.,.,.,.",589.4217,1066.0471,0.553,1,1066.0471,0,1,42.3462,24959.7628,0.0026006,45143.0322,0.00089815,45143.0322,0.00318118,0,0,42.3462,0.04514303,0.00046078,0.00318118,0.00172619,22,2,FALSE,NU/ml,,0,.,.,
117,200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,3043,.,0,Algae,Freshwater,.,Cryptophyta,Cryptophyceae,.,Cryptomonadales,.,Cryptomonadaceae,.,.,Rhodomonas,.,minuta,.,nannoplanctica,.,.,Cell-Motile,Free,Vegetative,Live,Skuja,1,0,"., ., ., ., ., ., ., ., ., ., ., .",43.9823,33.5103,1.313,1,33.5103,0,1,21.1731,931.2414,0.00009703,709.5168,0.00001412,709.5168,0.00005,0,0,21.1731,0.00070952,0.00023039,0.00005,0.0008631,8,1,FALSE,NU/ml,Rhodomonas lacustris,0,.,.,
118,200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,4051,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Chroococcales,.,Chroococcaceae,.,.,Aphanocapsa,.,elachista,.,.,.,.,Colonial-Nonmotile,Attached,Vegetative,Live,West & West,1,0,"., ., ., ., ., ., ., ., ., ., ., .",3178.3194,18572.9701,0.171,0.00331108,61.4967,0,34.8,1937.3382,6157479.44,0.64155727,35982123.61,0.71588471,119139.9033,0.00839567,0,0,67419.3678,0.1191399,0.73360193,0.00839567,0.07897321,32,92,FALSE,NU/ml,,0,.,.,
119,200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,4062,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Chroococcales,.,Chroococcaceae,.,.,Aphanothece,.,nidulans,.,.,.,.,Colonial-Nonmotile,Attached,Vegetative,Live,P. Richter,1,0,"., ., ., ., ., ., ., ., ., ., ., .",1226.8377,4440.2223,0.276,0.00047169,2.0944,0,16,42.3462,51951.9013,0.00541295,188026.4934,0.00374089,88.6899,0.00000625,0,0,677.539,0.00008869,0.00737242,0.00000625,0.00172619,25,2,FALSE,NU/ml,Aphanothece smithii,0,.,.,
120,200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,1000080,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Chroococcales,.,Synechococcaceae,.,.,Cyanodictyon,.,planctonicum,.,.,.,.,Colonial-Nonmotile,Attached,Vegetative,Live,.,0,0,.,305.8319,502.8643,0.608,0.01874219,9.4248,0,6,42.3462,12950.8155,0.00134937,21294.3868,0.00042366,399.1044,0.00002812,0,0,254.0771,0.0003991,0.00276466,0.00002812,0.00172619,10,2,TRUE,NU/ml,,0,.,.,
121,200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,4460,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Nostocales,.,Nostocaceae,.,.,Pseudanabaena,.,.,.,.,.,.,Filament,Attached,Vegetative,Live,Lauterborn,1,0,".,.,.,.,.,.,.,.,.,.,.,.",32.9867,7.854,4.2,1,7.854,0,3.3333,444.635,14667.0409,0.00152818,3492.1632,0.00006948,3492.1632,0.00024609,0,0,1482.1018,0.00349216,0.01612701,0.00024609,0.018125,10,21,FALSE,NU/ml,,0,.,.,
122,200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,4321,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Chroococcales,.,Chroococcaceae,.,.,Synechococcus,.,elongatus,.,.,.,.,Cell-Nonmotile,Free,Vegetative,Live,Nageli,1,0,".,.,.,.,.,.,.,.,.,.,.,.",6.5465,1.309,5.001,1,1.309,0,1,15562.2245,101878.1028,0.01061484,20370.9519,0.00040529,20370.9519,0.00143552,0,0,15562.2245,0.02037095,0.16933529,0.00143552,0.63437497,2.5,735,FALSE,NU/ml,,0,.,.,
123,200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,5020,.,2,Algae,Freshwater,.,Euglenophyta,Euglenophyceae,.,Euglenales,.,Euglenaceae,.,.,Euglena,.,.,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Ehrenberg,0,0,.,252.9431,212.0575,1.193,1,212.0575,0,1,105.8655,26777.9409,0.00279003,22449.5675,0.00044665,22449.5675,0.001582,0,0,105.8655,0.02244957,0.00115194,0.001582,0.00431548,10,5,FALSE,NU/ml,Brachysira,0,.,.,
124,200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,1731,.,0,Algae,Freshwater,.,Haptophyta,Prymnesiophyceae,.,Prymnesiales,.,Chromulinaceae,.,.,Chrysochromulina,.,parva,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Lackey,1,0,"., ., ., ., ., ., ., ., ., ., ., .",46.9645,30.2431,1.553,1,30.2431,0,1,21.1731,994.3838,0.00010361,640.34,0.00001274,640.34,0.00004512,0,0,21.1731,0.00064034,0.00023039,0.00004512,0.0008631,4,1,FALSE,NU/ml,cf Erkenia subaequiciliata,0,.,.,
125,200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,7130,.,0,Monera,Freshwater,.,Miscellaneous,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Cell-Nonmotile,Free,Vegetative,Live,N/A,1,0,"., ., ., ., ., ., ., ., ., ., ., .",270.6915,402.1239,0.673,1,402.1239,0,1,42.3462,11462.7535,0.00119432,17028.4147,0.00033879,17028.4147,0.00119998,0,0,42.3462,0.01702841,0.00046078,0.00119997,0.00172619,12,2,TRUE,NU/ml,,0,.,Photosynthetic sulfur bacteria,
126,200044-062,62,1,SSB,Sparkling Lake,"Pump, HP, 0-bott.",1,5/5/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,1000997,.,0,Algae,Freshwater,.,Pyrrhophyta,Dinophyceae,.,Peridinales,.,Peridinaceae,.,.,Durinskia,.,.,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Woloszynska,0,0,"., ., ., ., ., ., ., ., ., ., ., .",4029.5318,20106.193,0.2,1,20106.193,0,1,0.6391,2575.1723,0.00026831,12849.3617,0.00025565,12849.3617,0.00090548,0,0,0.6391,0.01284936,0.00000695,0.00090548,0.00002605,48,1,FALSE,NU/ml,,0,.,.,
127,200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,2683,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Chlorococcales,.,Chlorococcaceae,.,.,.,.,.,.,.,.,2-9.9 um spherical,Cell-Nonmotile,Free,Vegetative,Live,N/A,1,0,"., ., ., ., ., ., ., ., ., ., ., .",39.2699,23.8237,1.648,1,23.8237,0,1,5.6462,221.7241,0.00148631,134.5124,0.00034337,134.5124,0.00052257,0,0,5.6462,0.00013451,0.00539088,0.00052256,0.00634925,3.5,2,FALSE,NU/ml,,0,.,.,
128,200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,2080,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Volvocales,.,Chlamydomonadaceae,.,.,Chlamydomonas,.,.,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Ehrenberg,1,4,"., ., ., ., ., ., ., ., ., ., ., .",155.113,208.7772,0.743,1,208.7772,0,1,33.877,5254.7556,0.03522482,7072.735,0.01805473,7072.735,0.02747703,0,0,33.877,0.00707274,0.03234506,0.02747705,0.03809528,8,12,FALSE,NU/ml,,0,.,.,
129,200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,1000538,.,0,Algae,Freshwater,.,Chlorophyta,Prasinophyceae,.,Prasinocladales,.,Pedinomonadaceae,.,.,Monomastix,.,minuta,.,.,.,.,Cell-Motile,Free,Vegetative,Live,.,0,0,"., ., ., ., ., ., ., ., ., ., ., .",81.3295,49.4801,1.644,1,49.4801,0,1,28.2308,2295.9963,0.01539102,1396.8624,0.0035658,1396.8624,0.0054267,0,0,28.2308,0.00139686,0.02695418,0.00542669,0.03174603,9,10,FALSE,NU/ml,,0,.,.,
130,200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,8041,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Chlorococcales,.,Oocystaceae,.,.,Monoraphidium,.,capricornutum,.,.,.,.,Cell-Nonmotile,Free,Vegetative,Live,(Printz) Nygaard,1,0,"., ., ., ., ., ., ., ., ., ., ., .",19.974,7.8108,2.557,1,7.8108,0,1,11.2923,225.5527,0.00151197,88.202,0.00022516,88.202,0.00034266,0,0,11.2923,0.0000882,0.01078165,0.00034265,0.01269839,4,4,FALSE,NU/ml,"Pseudokirchneriella subcapitata, Selenastrum capricornutum, Kirchneriella subcapitata, Raphidocelis subcapitata",0,.,.,
131,200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,1652,.,0,Algae,Freshwater,.,Chrysophyta,Chrysophyceae,.,.,.,.,.,.,.,.,.,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Cienkowski .,1,0,"., ., ., ., ., ., ., ., ., ., ., .",41.24,26.0547,1.583,1,26.0547,0,1,237.1387,9779.5983,0.06555673,6178.5766,0.01577219,6178.5766,0.0240033,0,0,237.1387,0.00617858,0.22641513,0.02400331,0.26666661,4,84,FALSE,NU/ml,,0,.,.,
132,200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,1631,.,0,Algae,Freshwater,.,Chrysophyta,Chrysophyceae,.,Ochromonadales,.,Ochromonadaceae,.,.,Uroglena,.,.,.,.,.,.,Colonial-Motile,Free,Vegetative,Live,Calkins,1,0,"., ., ., ., ., ., ., ., ., ., ., .",78.1214,64.9273,1.203,1,64.9273,0,1,2.8231,220.5429,0.00147839,183.2949,0.0004679,183.2949,0.00071209,0,0,2.8231,0.00018329,0.00269544,0.00071207,0.00317463,5,1,TRUE,NU/ml,,0,.,.,
133,200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,3015,.,0,Algae,Freshwater,.,Cryptophyta,Cryptophyceae,.,Cryptomonadales,.,Cryptomonadaceae,.,.,Cryptomonas,.,erosa,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Ehrenberg .,1,0,".,.,.,.,.,.,.,.,.,.,.,.",1031.365,2482.696,0.415,1,2482.696,0,1,84.6924,87348.7548,0.58553516,210265.4289,0.53674923,210265.4289,0.81686508,0,0,84.6924,0.21026543,0.08086255,0.81686508,0.09523808,27.8,30,FALSE,NU/ml,,0,.,.,
134,200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,3043,.,0,Algae,Freshwater,.,Cryptophyta,Cryptophyceae,.,Cryptomonadales,.,Cryptomonadaceae,.,.,Rhodomonas,.,minuta,.,nannoplanctica,.,.,Cell-Motile,Free,Vegetative,Live,Skuja,1,0,"., ., ., ., ., ., ., ., ., ., ., .",43.9823,33.5103,1.313,1,33.5103,0,1,11.2923,496.6621,0.00332933,378.4089,0.00096597,378.4089,0.00147009,0,0,11.2923,0.00037841,0.01078165,0.00147009,0.01269839,8,4,FALSE,NU/ml,Rhodomonas lacustris,0,.,.,
135,200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,3041,.,0,Algae,Freshwater,.,Cryptophyta,Cryptophyceae,.,Cryptomonadales,.,Cryptomonadaceae,.,.,Rhodomonas,.,minuta,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Skuja,1,0,"., ., ., ., ., ., ., ., ., ., ., .",84.823,94.2478,0.9,1,94.2478,0,1,2.8231,239.4621,0.00160521,266.069,0.0006792,266.069,0.00103366,0,0,2.8231,0.00026607,0.00269544,0.00103366,0.00317463,12,1,FALSE,NU/ml,Rhodomonas lens,0,.,.,
136,200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,4054,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Chroococcales,.,Chroococcaceae,.,.,Aphanocapsa,.,delicatissima,.,.,.,.,Colonial-Nonmotile,Attached,Vegetative,Live,West & West,1,0,"., ., ., ., ., ., ., ., ., ., ., .",1239.9321,4105.4333,0.302,0.0010203,4.1888,0,8,5.6462,7000.8532,0.04692964,23179.9273,0.05917191,23.6506,0.00009188,0,0,45.1693,0.00002365,0.04312671,0.00009188,0.00634925,20,2,FALSE,NU/ml,,0,.,.,
137,200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,4051,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Chroococcales,.,Chroococcaceae,.,.,Aphanocapsa,.,elachista,.,.,.,.,Colonial-Nonmotile,Attached,Vegetative,Live,West & West,1,0,"., ., ., ., ., ., ., ., ., ., ., .",3342.455,19729.6207,0.169,0.0019705,38.8772,0,22,5.6462,18872.0309,0.1265071,111396.5667,0.28436449,219.5068,0.00085277,0,0,124.2155,0.00021951,0.11859839,0.00085278,0.00634925,35,2,TRUE,NU/ml,,0,.,.,
138,200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,4321,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Chroococcales,.,Chroococcaceae,.,.,Synechococcus,.,elongatus,.,.,.,.,Cell-Nonmotile,Free,Vegetative,Live,Nageli,1,0,".,.,.,.,.,.,.,.,.,.,.,.",7.2621,1.4661,4.953,1,1.4661,0,1,423.4619,3075.2226,0.0206145,620.8375,0.00158483,620.8375,0.00241191,0,0,423.4619,0.00062084,0.40431268,0.00241192,0.47619031,2.8,150,FALSE,NU/ml,,0,.,.,
139,200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,4285,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Chroococcales,.,Chroococcaceae,.,.,Synechocystis,.,.,.,.,.,>1 um spherical,Cell-Nonmotile,Free,Vegetative,Live,N/A,1,0,".,.,.,.,.,.,.,.,.,.,.,.",7.0686,1.7671,4,1,1.7671,0,1,16.9385,119.7313,0.00080261,29.932,0.00007641,29.932,0.00011628,0,0,16.9385,0.00002993,0.01617253,0.00011628,0.01904764,1.5,6,FALSE,NU/ml,,0,.,.,
140,200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,5020,.,2,Algae,Freshwater,.,Euglenophyta,Euglenophyceae,.,Euglenales,.,Euglenaceae,.,.,Euglena,.,.,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Ehrenberg,0,0,.,889.9113,1642.0058,0.542,1,1642.0058,0,1,2.8231,2512.2902,0.01684093,4635.5125,0.01183318,4635.5125,0.01800861,0,0,2.8231,0.00463551,0.00269544,0.0180086,0.00317463,32,1,FALSE,NU/ml,Brachysira,0,.,.,
141,200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,1731,.,0,Algae,Freshwater,.,Haptophyta,Prymnesiophyceae,.,Prymnesiales,.,Chromulinaceae,.,.,Chrysochromulina,.,parva,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Lackey,1,0,"., ., ., ., ., ., ., ., ., ., ., .",46.9645,30.2431,1.553,1,30.2431,0,1,2.8231,132.5845,0.00088877,85.3787,0.00021795,85.3787,0.00033169,0,0,2.8231,0.00008538,0.00269544,0.00033169,0.00317463,4,1,FALSE,NU/ml,cf Erkenia subaequiciliata,0,.,.,
142,200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,6032,.,0,Algae,Freshwater,.,Pyrrhophyta,Dinophyceae,.,Gymnodinales,.,Gymnodiniaceae,.,.,Gymnodinium,.,sp. 1,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Stein,1,0,".,.,.,.,.,.,.,.,.,.,.,.",908.7281,2136.283,0.425,1,2136.283,0,1,11.2923,10261.6459,0.0687881,24123.5851,0.06158081,24123.5851,0.09371828,0,0,11.2923,0.02412359,0.01078165,0.0937183,0.01269839,24,4,FALSE,NU/ml,,0,.,.,
143,200045-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,1/29/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,6033,.,0,Algae,Freshwater,.,Pyrrhophyta,Dinophyceae,.,Gymnodinales,.,Gymnodiniaceae,.,.,Gymnodinium,.,sp. 2,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Stein,1,0,"., ., ., ., ., ., ., ., ., ., ., .",396.8133,603.1858,0.658,1,603.1858,0,1,2.8231,1120.2354,0.00750941,1702.8413,0.00434688,1702.8413,0.00661541,0,0,2.8231,0.00170284,0.00269544,0.0066154,0.00317463,16,1,FALSE,NU/ml,,0,.,.,
144,200046-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,2/15/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,1000986,.,3,Monera,Freshwater,.,.,Alphaproteobacteria,.,Rhodospirillales,.,Rhodospirillaceae,.,.,Rhodospirillum,.,rubrum,.,.,.,.,Cell-Nonmotile,Free,Vegetative,Live,.,0,0,.,7.9325,0.9425,8.416,1,0.9425,0,1,15.2446,120.928,0.00112154,14.3681,0.00006189,14.3681,0.00009574,0,0,15.2446,0.00001437,0.0169811,0.00009575,0.02163458,4.8,9,FALSE,NU/ml,,0,.,.,
145,200046-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,2/15/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,2683,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Chlorococcales,.,Chlorococcaceae,.,.,.,.,.,.,.,.,2-9.9 um spherical,Cell-Nonmotile,Free,Vegetative,Live,N/A,1,0,"., ., ., ., ., ., ., ., ., ., ., .",31.4159,18.8496,1.667,1,18.8496,0,1,3.3877,106.4275,0.00098705,63.8567,0.00027504,63.8567,0.00042548,0,0,3.3877,0.00006386,0.00377359,0.0004255,0.0048077,3,2,FALSE,NU/ml,,0,.,.,
146,200046-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,2/15/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,2080,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Volvocales,.,Chlamydomonadaceae,.,.,Chlamydomonas,.,.,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Ehrenberg,1,4,"., ., ., ., ., ., ., ., ., ., ., .",140.8203,167.5673,0.84,1,167.5673,0,1,71.1416,10018.1811,0.09291277,11921.0055,0.05134616,11921.0055,0.07943013,0,0,71.1416,0.01192101,0.0792453,0.07943016,0.10096158,7.5,42,FALSE,NU/ml,,0,.,.,
147,200046-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,2/15/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,1000538,.,0,Algae,Freshwater,.,Chlorophyta,Prasinophyceae,.,Prasinocladales,.,Pedinomonadaceae,.,.,Monomastix,.,minuta,.,.,.,.,Cell-Motile,Free,Vegetative,Live,.,0,0,"., ., ., ., ., ., ., ., ., ., ., .",46.072,22.842,2.017,1,22.842,0,1,45.7339,2107.0515,0.01954167,1044.6534,0.00449953,1044.6534,0.00696057,0,0,45.7339,0.00104465,0.05094343,0.00696054,0.06490389,6,27,FALSE,NU/ml,,0,.,.,
148,200046-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,2/15/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,8041,.,0,Algae,Freshwater,.,Chlorophyta,Chlorophyceae,.,Chlorococcales,.,Oocystaceae,.,.,Monoraphidium,.,capricornutum,.,.,.,.,Cell-Nonmotile,Free,Vegetative,Live,(Printz) Nygaard,1,0,"., ., ., ., ., ., ., ., ., ., ., .",19.974,7.8108,2.557,1,7.8108,0,1,8.4692,169.1646,0.0015689,66.1515,0.00028493,66.1515,0.00044077,0,0,8.4692,0.00006615,0.00943392,0.00044076,0.01201918,4,5,FALSE,NU/ml,"Pseudokirchneriella subcapitata, Selenastrum capricornutum, Kirchneriella subcapitata, Raphidocelis subcapitata",0,.,.,
149,200046-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,2/15/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,1652,.,0,Algae,Freshwater,.,Chrysophyta,Chrysophyceae,.,.,.,.,.,.,.,.,.,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Cienkowski .,1,0,"., ., ., ., ., ., ., ., ., ., ., .",69.8323,65.0521,1.073,1,65.0521,0,1,457.3388,31937.0233,0.29619722,29750.8521,0.12814289,29750.8521,0.19823109,0,0,457.3388,0.02975085,0.50943403,0.19823108,0.64903867,4.4,270,FALSE,NU/ml,,0,.,.,
150,200046-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,2/15/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,1323,.,0,Algae,Freshwater,.,Chrysophyta,Chrysophyceae,.,Ochromonadales,.,Synuraceae,.,.,Synura,.,.,.,.,.,.,Colonial-Motile,Free,Vegetative,Live,Ehrenberg,1,0,"., ., ., ., ., ., ., ., ., ., ., .",266.6235,392.0708,0.68,1,392.0708,0,1,1.6938,451.6196,0.00418851,664.1082,0.00286045,664.1082,0.00442498,0,0,1.6938,0.00066411,0.00188674,0.00442499,0.00240378,12,1,TRUE,NU/ml,,0,.,Rare,
151,200046-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,2/15/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,3015,.,0,Algae,Freshwater,.,Cryptophyta,Cryptophyceae,.,Cryptomonadales,.,Cryptomonadaceae,.,.,Cryptomonas,.,erosa,.,.,.,.,Cell-Motile,Free,Vegetative,Live,Ehrenberg .,1,0,".,.,.,.,.,.,.,.,.,.,.,.",1051.0311,2598.7254,0.404,1,2598.7254,0,1,35.5708,37386.0159,0.34673344,92438.7386,0.39815218,92438.7386,0.61592294,0,0,35.5708,0.09243874,0.03962265,0.61592296,0.05048079,26.4,21,FALSE,NU/ml,,0,.,.,
152,200046-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,2/15/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,3043,.,0,Algae,Freshwater,.,Cryptophyta,Cryptophyceae,.,Cryptomonadales,.,Cryptomonadaceae,.,.,Rhodomonas,.,minuta,.,nannoplanctica,.,.,Cell-Motile,Free,Vegetative,Live,Skuja,1,0,"., ., ., ., ., ., ., ., ., ., ., .",43.9823,33.5103,1.313,1,33.5103,0,1,1.6938,74.4993,0.00069094,56.7613,0.00024448,56.7613,0.0003782,0,0,1.6938,0.00005676,0.00188674,0.00037819,0.00240378,8,1,FALSE,NU/ml,Rhodomonas lacustris,0,.,.,
153,200046-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,2/15/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,4054,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Chroococcales,.,Chroococcaceae,.,.,Aphanocapsa,.,delicatissima,.,.,.,.,Colonial-Nonmotile,Attached,Vegetative,Live,West & West,1,0,"., ., ., ., ., ., ., ., ., ., ., .",194.41,254.846,0.763,0.03287319,8.3776,0,16,1.6938,329.3009,0.00305407,431.6703,0.00185929,14.1904,0.00009455,0,0,27.1016,0.00001419,0.03018873,0.00009455,0.00240378,8,1,FALSE,NU/ml,,0,.,.,
154,200046-062,62,1,TB,Trout Lake,"Pump, HP, 0-bott.",2,2/15/2020,2020,Phytoplankton - Grab,Hypsometric Pool,.,0,.,.,4051,.,0,Algae,Freshwater,.,Cyanophyta,Cyanophyceae,.,Chroococcales,.,Chroococcaceae,.,.,Aphanocapsa,.,elachista,.,.,.,.,Colonial-Nonmotile,Attached,Vegetative,Live,West & West,1,0,"., ., ., ., ., ., ., ., ., ., ., .",3897.7195,23562.6779,0.165,0.00299991,70.6858,0,40,3.3877,13204.2854,0.12246203,79823.1692,0.3438144,239.4619,0.00159554,0,0,135.5078,0.00023946,0.15094343,0.00159553,0.0048077,35,2,FALSE,NU/ml,,0,.,.,
